"","patch.ID","A","x.coord","y.coord","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","landscape.no","landscape.type"
"1",1,0.765245743835644,9.34760626405478,33.5275206714869,0,77.6616078737214,56.3816186583356,60.5145443967762,91.2120252239289,57.509774296009,51.8028219949516,43.8727341957643,72.7284895216418,73.3205325073374,17.2162330365446,17.9933900948421,43.1010583459023,36.5290035774165,27.2977904072291,72.9997209445204,83.8735274720645,89.6581364229524,73.0281292797,64.0007791902633,78.976525346205,11.7815743480198,110.554644810807,93.8475695713287,49.8235951880705,21.2148843864664,18.3517718502952,82.7195150563424,30.2268044370338,44.8509190492169,76.4791718058026,69.7640371323884,49.8375270343276,43.397318488706,36.2667882975981,50.3405555466325,64.2286976115106,51.7874557119293,32.261871725917,31.9826732164924,56.3119612373624,64.0628034979772,65.5170348736159,67.7218443839628,92.7393712757953,70.7860652160383,95.3003454109007,85.9193925161457,15.635370091962,31.2353304734606,1,"regular"
"2",2,13.8426197778874,80.6304186815396,2.7040557237342,77.6616078737214,0,28.5520882420114,100.911365001524,76.7909791600481,41.8102410017492,104.175483413837,40.8349847043935,85.1547742873265,98.0444923732448,81.6133809604953,68.5791224654443,67.0570576257812,42.0336853993349,80.2735137152298,22.6045273885676,16.9429796982762,33.4637508004592,46.6915281517484,56.6024655098778,77.6180117663035,84.6103148545484,98.7341116395426,67.1446366096664,80.8834581933926,80.3006696832393,59.3731340610825,58.8236085646267,52.2266613623459,90.5085258895354,63.325593174601,8.60068596336459,53.7350414099616,106.531355461389,58.4031270080681,27.7938864010164,87.0058152691568,65.8151909178696,61.5258383041512,46.1381641797654,25.1929290030994,119.456668439743,110.127970730956,68.5852630442367,96.7158172968202,36.0757348801187,19.2683983949492,47.6985254469616,67.7374627227897,92.2187918400244,1,"regular"
"3",3,1.43481329944515,65.3274830896407,26.8088665558025,56.3816186583356,28.5520882420114,0,72.3996992140907,57.1422250379135,15.1766902038751,75.8082513484116,35.6318947888376,58.8064097429544,70.5799604846048,65.2336836933342,53.0930078475155,38.5073139129057,28.4023987896733,67.5734549470374,16.6227761703773,28.2263882021406,33.8580882116015,27.2828753083993,31.3400823909834,53.743011321667,60.7254073748199,79.9927937392189,51.6848804658378,52.3685884480159,54.0817462629104,38.6572889135885,40.7764968598213,27.0385205779908,62.085354247066,41.3720741562095,24.8253220283116,25.446950513482,79.0791356449378,30.3673639520796,12.5577486179618,59.2676079555896,37.6460918000525,52.0971241869804,25.306144738993,27.4041605812144,91.0478387015576,81.5915024753778,43.0302713951859,73.0490172584456,18.8849669046489,41.5415430142059,35.9171994110908,43.4512497340725,65.1369119051764,1,"regular"
"4",4,1.70568408120895,30.4386409232393,90.2476964518428,60.5145443967762,100.911365001524,72.3996992140907,0,58.9791493688878,60.1108735620821,14.9206849955066,88.7956422949957,30.2745599697114,18.9635793550642,77.5211112049824,76.2037649779043,34.152827486206,77.064328096718,87.8057755741983,82.8716475077078,96.1517534467419,90.7810184734329,64.7160025060485,49.8845503153312,44.0056773025629,50.6207302757085,67.9831793406146,69.900898389992,20.0311489639438,39.3627925089207,62.8752453960294,63.8938802256365,56.0494477676964,15.7453807452273,53.9153488373231,96.7397515582415,47.3101899732677,29.8751751260411,44.7330222060564,77.5644889530854,19.8709962196333,35.6751946727744,88.2024985703147,66.1989764270071,92.4680804666357,23.5649946598123,9.38123012994276,41.4632371676726,45.2495291491347,71.4137011498861,110.929827882491,76.0024273890327,51.1461016744361,31.3992189277731,1,"regular"
"5",5,3.57108157913532,88.3557413704693,79.1054553817958,91.2120252239289,76.7909791600481,57.1422250379135,58.9791493688878,0,43.234118996107,72.0468059796561,91.1637269002514,28.7312918612254,42.8829957772937,106.536375400927,98.0313575974098,48.5849891981354,81.2173599359774,113.204750771754,54.2195913757162,63.3379592120374,49.5530551839668,30.6977063720171,28.9927613214102,15.1534681845116,87.7508718218842,22.8510582212293,13.9511307248868,48.6570034149351,75.1070212629859,80.4303115645472,17.9892646553227,65.8272919757255,62.2220925334876,16.3451378279388,77.9282397103332,43.0110476451572,84.5194023072933,55.4832770234655,69.2166389488952,39.3898582653275,39.6642967285871,103.062292160495,72.6759978630263,84.5257186614948,82.4101060683042,66.6182239156004,23.725127223364,24.283479002454,41.2011473904206,76.2456146928835,31.1082096656782,75.7327152322237,77.4307985804857,1,"regular"
"6",6,7.62422258916011,66.236054059118,41.9583359966055,57.509774296009,41.8102410017492,15.1766902038751,60.1108735620821,43.234118996107,0,65.6348371666323,47.954456152383,43.8441787654768,56.2482912927201,69.6354432720133,58.9203540794027,27.8811233171434,38.4365946250131,74.1167242552559,22.87082689005,36.2245930718158,34.6073629475078,16.2026265774829,16.1882906380874,38.6473610376443,58.8835713334165,65.9871469287407,39.9944463687848,40.345926363627,49.5002428730162,42.1243741958544,28.5080935153191,27.6013608115451,51.9016248528686,27.0281838566307,39.480061798536,13.2269093168868,71.3270672413275,23.9334808550237,26.2428235041334,45.2078632117715,24.4699938729597,61.2910499990431,31.2841749483075,42.1197611806905,80.4980479910446,69.4669427779194,27.8656849259618,57.9191305500291,14.0683007336389,50.9155263899929,28.4781167112802,42.5229328044891,58.5129908677343,1,"regular"
"7",7,1.96628924461706,16.53664666228,84.8290807334706,51.8028219949516,104.175483413837,75.8082513484116,14.9206849955066,72.0468059796561,65.6348371666323,0,86.0854852814022,43.789977804849,33.845370387248,68.0229772249922,68.91800343158,37.8289674599941,74.8407946897723,78.7769967013946,88.4107268495447,101.757220028776,98.6087924058855,73.2366701216511,58.4761431174061,56.8982226313803,40.7052065149859,82.5852200599866,81.9034918673193,26.5147448432902,31.9468748220565,58.2334739348298,74.640534520541,54.9354182692566,13.7828124385825,64.8501287082905,98.9501335528984,52.4080651720533,15.1134038930204,45.87647714159,78.6673821441298,32.7311339566726,42.4745342638608,82.0928159694551,64.5287350065069,92.2202866163163,15.31867221737,14.6952888291851,52.1894434141236,60.0053201305389,78.3646005274065,116.2798045729,85.5133273683533,45.8683484347918,20.6464389882023,1,"regular"
"8",8,2.41798804869506,39.8024493362755,1.94715748075396,43.8727341957643,40.8349847043935,35.6318947888376,88.7956422949957,91.1637269002514,47.954456152383,86.0854852814022,0,85.9406071988187,93.8740267443199,42.6319216312068,29.9468277978413,57.1823629883512,11.8456706974205,39.7087828858762,48.1103074851244,53.3712066602108,65.7762416685095,62.5964695222568,62.9573362873512,84.8791410882827,53.983019980278,113.838101396729,87.0891303309221,70.7654059876041,55.4488051762668,28.7139128349374,75.9107932108775,32.9962153430526,74.3610472021205,74.8799210782699,32.2439169572755,51.2962886216646,82.8290369497165,45.4450756828772,23.1310509372106,82.4513474741032,61.5656397691208,20.7144327834231,22.813040813759,15.6940740026867,100.765918491259,96.6294240958848,72.9452344878331,103.39379038135,54.471098586397,60.0953809098267,71.4123754934948,40.8609477019467,68.4487699558848,1,"regular"
"9",9,0.611765274568745,60.3228772990406,85.4019356658682,72.7284895216418,85.1547742873265,58.8064097429544,30.2745599697114,28.7312918612254,43.8441787654768,43.789977804849,85.9406071988187,0,15.3395277499819,89.5325599134555,83.8166588644989,30.9959700414579,74.417234691512,98.0562251107895,63.8751812144018,76.163736950025,66.9712899810993,41.3385337440191,28.6034202188511,14.0013704368629,66.4576206973174,40.1319744192671,40.3417237067108,23.8572637379152,53.3833573285079,66.981052754362,36.2933745050127,54.5714725612522,35.5919085975687,26.6519089913693,83.3227293824929,35.0898056054639,57.1342100823483,41.9075892069664,68.0981039343951,11.1771489134366,24.4982276193108,92.3358928362082,63.9252938743618,84.306116981984,53.6793920811155,37.9660893156966,16.7674416800763,20.0182695131697,50.5869155266478,90.7394623325006,49.9228922178446,58.6417438466811,52.333253021791,1,"regular"
"10",10,1.46304879200173,48.6889846390113,95.3996180556715,73.3205325073374,98.0444923732448,70.5799604846048,18.9635793550642,42.8829957772937,56.2482912927201,33.845370387248,93.8740267443199,15.3395277499819,0,90.5290020436287,86.9228879915642,36.7176241209665,82.0624701565012,100.061810476785,77.5834247906978,90.2704279774473,81.9344578910743,56.0058839019404,42.3273030254288,28.9868341612717,65.0093316811533,49.2477729123374,55.3028122355684,24.2518364080375,52.4316701140424,71.3928879432645,51.6302791242257,61.14542538645,30.2706421029173,41.9371309841263,95.3937182171985,45.4649824024828,48.6067262734721,48.4599250004361,78.4606353662517,11.5583297685759,33.4210912138787,97.2331613177699,71.1611028797232,94.4091952138618,40.7048254904523,24.4882175316787,31.1802026672039,26.3775710232667,64.6770518158784,104.986308892539,65.1754179531526,61.1639365619529,47.6649328825632,1,"regular"
